ID,markaURL
1,https://www.sikayetvar.com/vodafone
2,https://www.sikayetvar.com/turk-telekom
3,https://www.sikayetvar.com/trendyol
4,https://www.sikayetvar.com/a101
5,https://www.sikayetvar.com/aras-kargo
6,https://www.sikayetvar.com/akbank
7,https://www.sikayetvar.com/surat-kargo
8,https://www.sikayetvar.com/ptt-kargo
9,https://www.sikayetvar.com/hepsiburada
10,https://www.sikayetvar.com/turkcell
11,https://www.sikayetvar.com/denizbank
12,https://www.sikayetvar.com/migros
13,https://www.sikayetvar.com/ziraat-bankasi
14,https://www.sikayetvar.com/garanti-bbva
15,https://www.sikayetvar.com/superonline
16,https://www.sikayetvar.com/mng-kargo
17,https://www.sikayetvar.com/digiturk
18,https://www.sikayetvar.com/ibb-istanbul-buyuksehir-belediyesi
19,https://www.sikayetvar.com/arcelik
20,https://www.sikayetvar.com/vakifbank
21,https://www.sikayetvar.com/sok-marketler
22,https://www.sikayetvar.com/yapi-kredi-bankasi
23,https://www.sikayetvar.com/instagram
24,https://www.sikayetvar.com/boyner
25,https://www.sikayetvar.com/papara
26,https://www.sikayetvar.com/yemeksepeti
27,https://www.sikayetvar.com/dyson
28,https://www.sikayetvar.com/samsung-telefon
29,https://www.sikayetvar.com/vodafone-net
30,https://www.sikayetvar.com/watsons
31,https://www.sikayetvar.com/vivense
32,https://www.sikayetvar.com/whatsapp
33,https://www.sikayetvar.com/ciceksepeti
34,https://www.sikayetvar.com/agt-kurye-aynigunteslimcom
35,https://www.sikayetvar.com/kuryenet
36,https://www.sikayetvar.com/qnb-finansbank
37,https://www.sikayetvar.com/amazon
38,https://www.sikayetvar.com/kamil-koc
39,https://www.sikayetvar.com/is-bankasi
40,https://www.sikayetvar.com/millenicom
41,https://www.sikayetvar.com/gratis
42,https://www.sikayetvar.com/media-markt
43,https://www.sikayetvar.com/halkbank
44,https://www.sikayetvar.com/samsung
45,https://www.sikayetvar.com/turknet
46,https://www.sikayetvar.com/turkiye-hayat-emeklilik
47,https://www.sikayetvar.com/yurtici-kargo
48,https://www.sikayetvar.com/bim
49,https://www.sikayetvar.com/vestel
50,https://www.sikayetvar.com/dolap
51,https://www.sikayetvar.com/karaca-zuccaciye
52,https://www.sikayetvar.com/flo-ayakkabi
53,https://www.sikayetvar.com/exxen
54,https://www.sikayetvar.com/teknosa
55,https://www.sikayetvar.com/getir
56,https://www.sikayetvar.com/pttavm
57,https://www.sikayetvar.com/lc-waikiki
58,https://www.sikayetvar.com/n11
59,https://www.sikayetvar.com/passolig
60,https://www.sikayetvar.com/ebebek
61,https://www.sikayetvar.com/payfix
62,https://www.sikayetvar.com/sendeo
63,https://www.sikayetvar.com/beko
64,https://www.sikayetvar.com/trendyol-express
65,https://www.sikayetvar.com/teb
66,https://www.sikayetvar.com/turkiye-sigorta
67,https://www.sikayetvar.com/ajet-anadolu-jet
68,https://www.sikayetvar.com/d-smart
69,https://www.sikayetvar.com/bosch
70,https://www.sikayetvar.com/obilet
71,https://www.sikayetvar.com/mavi
72,https://www.sikayetvar.com/enpara
73,https://www.sikayetvar.com/hepsijet
74,https://www.sikayetvar.com/milli-egitim-bakanligi-meb
75,https://www.sikayetvar.com/kargomsende
76,https://www.sikayetvar.com/horoz-lojistik
77,https://www.sikayetvar.com/kablo-net
78,https://www.sikayetvar.com/xiaomi
79,https://www.sikayetvar.com/sahibinden
80,https://www.sikayetvar.com/koctas
81,https://www.sikayetvar.com/skechers
82,https://www.sikayetvar.com/pegasus
83,https://www.sikayetvar.com/casibom
84,https://www.sikayetvar.com/shopier
85,https://www.sikayetvar.com/kumtel
86,https://www.sikayetvar.com/zara
87,https://www.sikayetvar.com/paycell
88,https://www.sikayetvar.com/thy
89,https://www.sikayetvar.com/gardrops
90,https://www.sikayetvar.com/jojobet
91,https://www.sikayetvar.com/kargoist
92,https://www.sikayetvar.com/tod-tv
93,https://www.sikayetvar.com/jbl
94,https://www.sikayetvar.com/metro-turizm
95,https://www.sikayetvar.com/yatas
96,https://www.sikayetvar.com/enza-home
97,https://www.sikayetvar.com/sgk
98,https://www.sikayetvar.com/burger-king
99,https://www.sikayetvar.com/vatan-bilgisayar
100,https://www.sikayetvar.com/finans-kuruluslari-adiyla-dolandiricilik
101,https://www.sikayetvar.com/kelebek-mobilya
102,https://www.sikayetvar.com/onvo
103,https://www.sikayetvar.com/trendyol-yemek
104,https://www.sikayetvar.com/easycep
105,https://www.sikayetvar.com/istikbal
106,https://www.sikayetvar.com/pazarama
107,https://www.sikayetvar.com/philips-ev-aletleri
108,https://www.sikayetvar.com/monster-notebook
109,https://www.sikayetvar.com/dominos-pizza
110,https://www.sikayetvar.com/tecno-mobile
111,https://www.sikayetvar.com/penti
112,https://www.sikayetvar.com/betterme
113,https://www.sikayetvar.com/dogtas-mobilya
114,https://www.sikayetvar.com/philips-tv
115,https://www.sikayetvar.com/tikla-gelsin
116,https://www.sikayetvar.com/kofteci-yusuf
117,https://www.sikayetvar.com/isem-kitap
118,https://www.sikayetvar.com/madame-coco
119,https://www.sikayetvar.com/reeder
120,https://www.sikayetvar.com/armut
121,https://www.sikayetvar.com/carrefour-sa
122,https://www.sikayetvar.com/kfc
123,https://www.sikayetvar.com/ininal-kart
124,https://www.sikayetvar.com/findeks
125,https://www.sikayetvar.com/migros-yemek
126,https://www.sikayetvar.com/bellona
127,https://www.sikayetvar.com/kuveyt-turk
128,https://www.sikayetvar.com/ykmkitap
129,https://www.sikayetvar.com/grandpashabet
130,https://www.sikayetvar.com/evkur-alisveris
131,https://www.sikayetvar.com/popeyes
132,https://www.sikayetvar.com/cvmakercomtr
133,https://www.sikayetvar.com/decathlon
134,https://www.sikayetvar.com/iphone
135,https://www.sikayetvar.com/arzum
136,https://www.sikayetvar.com/ups-turkiye
137,https://www.sikayetvar.com/belbim-istanbulkart
138,https://www.sikayetvar.com/ulker
139,https://www.sikayetvar.com/apple
140,https://www.sikayetvar.com/turk-kizilay
141,https://www.sikayetvar.com/medical-park-hastanesi
142,https://www.sikayetvar.com/bir-gunde-kargo
143,https://www.sikayetvar.com/adidas
144,https://www.sikayetvar.com/marti
